idStudent,fullName,gender,email
181281,Lý Thiên Mỹ,0,181281@sis.hust.edu.vn
181282,Phan Minh Vương,1,181282@sis.hust.edu.vn
181283,Đặng Ngọc Trâm,0,181283@sis.hust.edu.vn
181284,Lã Thụy Nương,0,181284@sis.hust.edu.vn
181285,Vũ Công Tuấn,1,181285@sis.hust.edu.vn
181286,Lã Trung Hải,1,181286@sis.hust.edu.vn
181287,Đỗ Thu Minh,0,181287@sis.hust.edu.vn
181288,Đinh Yến Loan,0,181288@sis.hust.edu.vn
181289,Lê Khánh An,1,181289@sis.hust.edu.vn
181290,Lê Thuận Toàn,1,181290@sis.hust.edu.vn
181291,Hoàng Thu Hà,0,181291@sis.hust.edu.vn
181292,Trần Phụng Yến,0,181292@sis.hust.edu.vn
181293,Lã Thủy Tiên,0,181293@sis.hust.edu.vn
181294,Đinh Hữu Lương,1,181294@sis.hust.edu.vn
181295,Nguyễn Phương Quân,0,181295@sis.hust.edu.vn
181296,Đinh Trường Thành,1,181296@sis.hust.edu.vn
181297,Hồ Song Lam,1,181297@sis.hust.edu.vn
181298,Võ Hồng Xuân,0,181298@sis.hust.edu.vn
181299,Phùng Mộng Vy,0,181299@sis.hust.edu.vn
181300,Phạm Lệ Giang,0,181300@sis.hust.edu.vn
181301,Võ Minh Tuệ,0,181301@sis.hust.edu.vn
181302,Nguyễn Hạ Vy,0,181302@sis.hust.edu.vn
181303,Tô Thiện Tính,1,181303@sis.hust.edu.vn
181304,Lý Uyên Thơ,0,181304@sis.hust.edu.vn
181305,Tô Ðức Thành,1,181305@sis.hust.edu.vn
181306,Lã Phú Ân,1,181306@sis.hust.edu.vn
181307,Lý Minh Khôi,1,181307@sis.hust.edu.vn
181308,Trần Thế Phương,1,181308@sis.hust.edu.vn
181309,Phùng Thảo Trang,0,181309@sis.hust.edu.vn
181310,Hoàng Hồng Hoa,0,181310@sis.hust.edu.vn
181311,Vũ Ánh Trang,0,181311@sis.hust.edu.vn
181312,Phạm Anh Dũng,1,181312@sis.hust.edu.vn
181313,Hoàng Từ Ðông,1,181313@sis.hust.edu.vn
181314,Tô Xuân Thuyết,1,181314@sis.hust.edu.vn
181315,Trần Khánh Mai,0,181315@sis.hust.edu.vn
181316,Phạm Bạch Loan,0,181316@sis.hust.edu.vn
181317,Phan Minh Nhi,0,181317@sis.hust.edu.vn
181318,Võ Duy Hoàng,1,181318@sis.hust.edu.vn
181319,Võ Tố Uyên,0,181319@sis.hust.edu.vn
181320,Phan Phương Nhung,0,181320@sis.hust.edu.vn
181321,Đinh Hiền Hòa,0,181321@sis.hust.edu.vn
181322,Lý Tường Nguyên,1,181322@sis.hust.edu.vn
181323,Phan Ngọc Thạch,1,181323@sis.hust.edu.vn
181324,Ngô Quý Vĩnh,1,181324@sis.hust.edu.vn
181325,Bùi Giao Kiều,0,181325@sis.hust.edu.vn
181326,Đinh Đan Thanh,0,181326@sis.hust.edu.vn
181327,Trần Khương Duy,1,181327@sis.hust.edu.vn
181328,Phan Hữu Bình,1,181328@sis.hust.edu.vn
181329,Hoàng Minh Sơn,1,181329@sis.hust.edu.vn
181330,Phùng Thái Thảo,0,181330@sis.hust.edu.vn
181331,Lê Kim Cương,0,181331@sis.hust.edu.vn
181332,Hoàng Tấn Trình,1,181332@sis.hust.edu.vn
181333,Hoàng Minh Ðạt,1,181333@sis.hust.edu.vn
181334,Bùi Phượng Bích,0,181334@sis.hust.edu.vn
181335,Lã Vân Linh,0,181335@sis.hust.edu.vn
181336,Lã Vân Trang,0,181336@sis.hust.edu.vn
181337,Vũ Xuân Nam,1,181337@sis.hust.edu.vn
181338,Vũ Khánh An,1,181338@sis.hust.edu.vn
181339,Lã Cẩm Nhung,0,181339@sis.hust.edu.vn
181340,Nguyễn Kim Thịnh,1,181340@sis.hust.edu.vn
181341,Đỗ Thúy Liễu,0,181341@sis.hust.edu.vn
181342,Đinh Lam Giang,0,181342@sis.hust.edu.vn
181343,Nguyễn Hải Phương,0,181343@sis.hust.edu.vn
181344,Phan Thành Tín,1,181344@sis.hust.edu.vn
181345,Nguyễn Quảng Thông,1,181345@sis.hust.edu.vn
181346,Hoàng Xuân Cao,1,181346@sis.hust.edu.vn
181347,Nguyễn Phi Phượng,0,181347@sis.hust.edu.vn
181348,Hoàng Kỳ Võ,1,181348@sis.hust.edu.vn
181349,Dương Hữu Cường,1,181349@sis.hust.edu.vn
181350,Đỗ Việt Thắng,1,181350@sis.hust.edu.vn
181351,Hoàng Việt Thanh,1,181351@sis.hust.edu.vn
181352,Phùng Thuận Toàn,1,181352@sis.hust.edu.vn
181353,Đỗ Sỹ Ðan,1,181353@sis.hust.edu.vn
181354,Lê Phương Nhi,0,181354@sis.hust.edu.vn
181355,Lê Bảo Lễ,0,181355@sis.hust.edu.vn
181356,Ngô Tú Ly,0,181356@sis.hust.edu.vn
181357,Hồ Ngọc Ánh,0,181357@sis.hust.edu.vn
181358,Dương Hữu Cảnh,1,181358@sis.hust.edu.vn
181359,Phạm Tịnh Lâm,0,181359@sis.hust.edu.vn
181360,Tô Bảo Tiên,0,181360@sis.hust.edu.vn
181361,Vũ Thạch Tùng,1,181361@sis.hust.edu.vn
181362,Bùi Ái Nhân,0,181362@sis.hust.edu.vn
181363,Đặng Hồng Việt,1,181363@sis.hust.edu.vn
181364,Võ Lâm Nhi,0,181364@sis.hust.edu.vn
181365,Đặng Hiệp Hà,1,181365@sis.hust.edu.vn
181366,Phạm Hải Mỹ,0,181366@sis.hust.edu.vn
181367,Phan Chuẩn Khoa,1,181367@sis.hust.edu.vn
181368,Hoàng Bảo Giang,1,181368@sis.hust.edu.vn
181369,Dương Phong Lan,0,181369@sis.hust.edu.vn
181370,Lê Hồng Liêm,1,181370@sis.hust.edu.vn
181371,Nguyễn Công Tráng,1,181371@sis.hust.edu.vn
181372,Đỗ Huỳnh Anh,0,181372@sis.hust.edu.vn
181373,Phạm Tâm Thanh,0,181373@sis.hust.edu.vn
181374,Hồ Huy Chiểu,1,181374@sis.hust.edu.vn
181375,Hồ Hiền Chung,0,181375@sis.hust.edu.vn
181376,Nguyễn Giao Hưởng,0,181376@sis.hust.edu.vn
181377,Lã Duy Thạch,1,181377@sis.hust.edu.vn
181378,Trần Bích Ðiệp,0,181378@sis.hust.edu.vn
181379,Lý Xuân Hiếu,1,181379@sis.hust.edu.vn
181380,Đặng Bảo Huy,1,181380@sis.hust.edu.vn
181381,Phùng Phượng Nga,0,181381@sis.hust.edu.vn
181382,Ngô Diễm Hương,0,181382@sis.hust.edu.vn
181383,Nguyễn Bá Tùng,1,181383@sis.hust.edu.vn
181384,Nguyễn Thục Vân,0,181384@sis.hust.edu.vn
181385,Lý Thu Sương,0,181385@sis.hust.edu.vn
181386,Phan Hoàng Xuân,0,181386@sis.hust.edu.vn
181387,Tô Xuân Nghi,0,181387@sis.hust.edu.vn
181388,Lã Xuân Hân,0,181388@sis.hust.edu.vn
181389,Phạm Quốc Trường,1,181389@sis.hust.edu.vn
181390,Lý Phượng Vũ,0,181390@sis.hust.edu.vn
181391,Trần Hồng Thư,0,181391@sis.hust.edu.vn
181392,Phan Phú Hiệp,1,181392@sis.hust.edu.vn
181393,Đỗ Thanh Vy,0,181393@sis.hust.edu.vn
181394,Đặng Nhật Dạ,0,181394@sis.hust.edu.vn
181395,Vũ Thu Thủy,0,181395@sis.hust.edu.vn
181396,Bùi Hữu Nghĩa,1,181396@sis.hust.edu.vn
181397,Phùng Thiện Ðức,1,181397@sis.hust.edu.vn
181398,Đinh Danh Thành,1,181398@sis.hust.edu.vn
181399,Bùi Thy Vân,0,181399@sis.hust.edu.vn
181400,Hoàng Hoàng Minh,1,181400@sis.hust.edu.vn
181401,Hoàng Trường Sinh,1,181401@sis.hust.edu.vn
181402,Vũ Thái Sơn,1,181402@sis.hust.edu.vn
181403,Lý Thanh Ngân,0,181403@sis.hust.edu.vn
181404,Tô Khánh Vy,0,181404@sis.hust.edu.vn
181405,Hoàng Hồng Hà,0,181405@sis.hust.edu.vn
181406,Phạm Hoàng Oanh,0,181406@sis.hust.edu.vn
181407,Dương Hải Ân,0,181407@sis.hust.edu.vn
181408,Hoàng Như Quân,0,181408@sis.hust.edu.vn
181409,Phan Phượng Bích,0,181409@sis.hust.edu.vn
181410,Hồ Xuân Ngọc,0,181410@sis.hust.edu.vn
181411,Hoàng Hải Mỹ,0,181411@sis.hust.edu.vn
181412,Hồ Bảo Lâm,1,181412@sis.hust.edu.vn
181413,Đặng Nguyên Bổng,1,181413@sis.hust.edu.vn
181414,Phan Hoàng Yến,0,181414@sis.hust.edu.vn
181415,Hồ Như Ngà,0,181415@sis.hust.edu.vn
181416,Lã Gia Uy,1,181416@sis.hust.edu.vn
181417,Đặng Khánh Ly,0,181417@sis.hust.edu.vn
181418,Đặng Chí Giang,1,181418@sis.hust.edu.vn
181419,Đinh Hoàng Lâm,1,181419@sis.hust.edu.vn
181420,Võ Hạnh Trang,0,181420@sis.hust.edu.vn
181421,Võ Minh Lý,1,181421@sis.hust.edu.vn
181422,Phạm Quỳnh Trang,0,181422@sis.hust.edu.vn
181423,Trần Nghĩa Hòa,1,181423@sis.hust.edu.vn
181424,Hồ Mỹ Hạnh,0,181424@sis.hust.edu.vn
181425,Trần Ngọc Quyên,0,181425@sis.hust.edu.vn
181426,Bùi Ngọc Danh,1,181426@sis.hust.edu.vn
181427,Nguyễn Hoài An,0,181427@sis.hust.edu.vn
181428,Phan Khánh Thủy,0,181428@sis.hust.edu.vn
181429,Nguyễn Mai Quyên,0,181429@sis.hust.edu.vn
181430,Võ Minh Triệu,1,181430@sis.hust.edu.vn
181431,Phùng Tiền Giang,1,181431@sis.hust.edu.vn
181432,Nguyễn Thụy Nương,0,181432@sis.hust.edu.vn
181433,Phan Kiều Hạnh,0,181433@sis.hust.edu.vn
181434,Tô Phương Hạnh,0,181434@sis.hust.edu.vn
181435,Dương Phương Hiền,0,181435@sis.hust.edu.vn
181436,Phạm Trọng Trí,1,181436@sis.hust.edu.vn
181437,Phạm Duy Mạnh,1,181437@sis.hust.edu.vn
181438,Võ Mộng Hoàn,1,181438@sis.hust.edu.vn
181439,Hồ Việt Khôi,1,181439@sis.hust.edu.vn
181440,Đinh Hữu Nghị,1,181440@sis.hust.edu.vn
181441,Võ Ánh Ngọc,0,181441@sis.hust.edu.vn
181442,Đinh Linh Hà,0,181442@sis.hust.edu.vn
181443,Đinh Thùy Như,0,181443@sis.hust.edu.vn
181444,Ngô Thu Hậu,0,181444@sis.hust.edu.vn
181445,Nguyễn Ðăng Khánh,1,181445@sis.hust.edu.vn
181446,Hồ Nhã Khanh,0,181446@sis.hust.edu.vn
181447,Hồ Hồng Phát,1,181447@sis.hust.edu.vn
181448,Đinh Phượng Vy,0,181448@sis.hust.edu.vn
181449,Lã Khắc Dũng,1,181449@sis.hust.edu.vn
181450,Hoàng Bửu Chưởng,1,181450@sis.hust.edu.vn
181451,Phùng Ðinh Hương,0,181451@sis.hust.edu.vn
181452,Bùi Tiểu Quỳnh,0,181452@sis.hust.edu.vn
181453,Hồ Mộng Lan,0,181453@sis.hust.edu.vn
181454,Đinh Xuân Hãn,1,181454@sis.hust.edu.vn
181455,Đỗ Minh Anh,1,181455@sis.hust.edu.vn
181456,Phùng Trúc Quỳnh,0,181456@sis.hust.edu.vn
181457,Trần Ðức Tường,1,181457@sis.hust.edu.vn
181458,Đinh Mai Ly,0,181458@sis.hust.edu.vn
181459,Ngô Tuyết Xuân,0,181459@sis.hust.edu.vn
181460,Hoàng Bảo Sơn,1,181460@sis.hust.edu.vn
181461,Phan Tuyền Lâm,1,181461@sis.hust.edu.vn
181462,Đỗ Thạch Sơn,1,181462@sis.hust.edu.vn
181463,Phạm Vy Lam,0,181463@sis.hust.edu.vn
181464,Vũ Thái Thảo,0,181464@sis.hust.edu.vn
181465,Hoàng Ðông Nguyên,1,181465@sis.hust.edu.vn
181466,Dương Phương Lan,0,181466@sis.hust.edu.vn
181467,Trần Phương Thảo,0,181467@sis.hust.edu.vn
181468,Dương Thụy Long,1,181468@sis.hust.edu.vn
181469,Lý Hữu Hoàng,1,181469@sis.hust.edu.vn
181470,Lã Hướng Thiện,1,181470@sis.hust.edu.vn
181471,Lý Hồng Oanh,0,181471@sis.hust.edu.vn
181472,Hồ Khánh Thủy,0,181472@sis.hust.edu.vn
181473,Trần Diệu Huyền,0,181473@sis.hust.edu.vn
181474,Dương Dạ Hương,0,181474@sis.hust.edu.vn
181475,Võ Minh Phương,0,181475@sis.hust.edu.vn
181476,Lê Vân Tiên,0,181476@sis.hust.edu.vn
181477,Tô Khánh Hải,1,181477@sis.hust.edu.vn
181478,Đinh Bảo Sơn,1,181478@sis.hust.edu.vn
181479,Phùng Nhật Tấn,1,181479@sis.hust.edu.vn
181480,Nguyễn Thủy Tâm,0,181480@sis.hust.edu.vn
181481,Hồ Quế Anh,0,181481@sis.hust.edu.vn
181482,Đinh Nghi Dung,0,181482@sis.hust.edu.vn
181483,Nguyễn Như Trân,0,181483@sis.hust.edu.vn
181484,Hồ Quỳnh Nhi,0,181484@sis.hust.edu.vn
181485,Nguyễn Duy Thành,1,181485@sis.hust.edu.vn
181486,Phùng Hương Chi,0,181486@sis.hust.edu.vn
181487,Lý Thảo Uyên,0,181487@sis.hust.edu.vn
181488,Phạm Tố Nhi,0,181488@sis.hust.edu.vn
181489,Lý Vĩnh Hải,1,181489@sis.hust.edu.vn
181490,Phạm Quế Chi,0,181490@sis.hust.edu.vn
181491,Dương Long Giang,1,181491@sis.hust.edu.vn
181492,Đỗ Thượng Năng,1,181492@sis.hust.edu.vn
181493,Ngô Bình Yên,1,181493@sis.hust.edu.vn
181494,Võ Hiệp Dinh,1,181494@sis.hust.edu.vn
181495,Võ Cát Uy,1,181495@sis.hust.edu.vn
181496,Lý Viết Nhân,1,181496@sis.hust.edu.vn
181497,Võ Kiều Mai,0,181497@sis.hust.edu.vn
181498,Đỗ Diễm Trang,0,181498@sis.hust.edu.vn
181499,Phùng Từ Dung,0,181499@sis.hust.edu.vn
181500,Dương Quang Thạch,1,181500@sis.hust.edu.vn
181501,Ngô Trung Hải,1,181501@sis.hust.edu.vn
181502,Ngô Quang Minh,1,181502@sis.hust.edu.vn
181503,Lý Tuấn Long,1,181503@sis.hust.edu.vn
181504,Dương Bạch Liên,0,181504@sis.hust.edu.vn
181505,Trần Tuấn Châu,1,181505@sis.hust.edu.vn
181506,Phạm Việt Long,1,181506@sis.hust.edu.vn
181507,Võ Khánh Văn,1,181507@sis.hust.edu.vn
181508,Lã Khánh An,1,181508@sis.hust.edu.vn
181509,Nguyễn Tiểu Quỳnh,0,181509@sis.hust.edu.vn
181510,Ngô Tuyết Vân,0,181510@sis.hust.edu.vn
181511,Lý Việt Thương,1,181511@sis.hust.edu.vn
181512,Hồ Trang Tâm,0,181512@sis.hust.edu.vn
181513,Tô Thế Huấn,1,181513@sis.hust.edu.vn
181514,Đinh Gia Bạch,1,181514@sis.hust.edu.vn
181515,Phùng Thu Vân,0,181515@sis.hust.edu.vn
181516,Đặng Ðức Phú,1,181516@sis.hust.edu.vn
181517,Lê Thiên Trang,0,181517@sis.hust.edu.vn
181518,Dương Thy Khanh,0,181518@sis.hust.edu.vn
181519,Nguyễn Công Tuấn,1,181519@sis.hust.edu.vn
181520,Đinh Hương Ly,0,181520@sis.hust.edu.vn
181521,Hoàng Ðạt Hòa,1,181521@sis.hust.edu.vn
181522,Võ Trọng Vinh,1,181522@sis.hust.edu.vn
181523,Bùi Nam Phương,1,181523@sis.hust.edu.vn
181524,Võ Huệ Lan,0,181524@sis.hust.edu.vn
181525,Đỗ Xuyến Chi,0,181525@sis.hust.edu.vn
181526,Phan Bạch Hoa,0,181526@sis.hust.edu.vn
181527,Vũ Minh Xuân,0,181527@sis.hust.edu.vn
181528,Bùi Hà Nhi,0,181528@sis.hust.edu.vn
181529,Tô Tấn Phát,1,181529@sis.hust.edu.vn
181530,Lã Vân Quỳnh,0,181530@sis.hust.edu.vn
181531,Đinh Phú Thịnh,1,181531@sis.hust.edu.vn
181532,Nguyễn Thái Sơn,1,181532@sis.hust.edu.vn
181533,Lê Dạ Yến,0,181533@sis.hust.edu.vn
181534,Đặng Kim Cương,0,181534@sis.hust.edu.vn
181535,Tô Kim Thanh,0,181535@sis.hust.edu.vn
181536,Đỗ Văn Tuyển,1,181536@sis.hust.edu.vn
181537,Trần Xuân Trung,1,181537@sis.hust.edu.vn
181538,Tô Hoàng Thư,0,181538@sis.hust.edu.vn
181539,Lã Duy Cẩn,1,181539@sis.hust.edu.vn
181540,Trần Nghĩa Hòa,1,181540@sis.hust.edu.vn
181541,Đỗ Ngọc Trinh,0,181541@sis.hust.edu.vn
181542,Phùng Hạnh Phương,0,181542@sis.hust.edu.vn
181543,Đỗ Hàm Duyên,0,181543@sis.hust.edu.vn
181544,Đinh Nhật Bảo Long,1,181544@sis.hust.edu.vn
181545,Ngô Thanh Long,1,181545@sis.hust.edu.vn
181546,Nguyễn Anh Tùng,1,181546@sis.hust.edu.vn
181547,Đinh Phú Thời,1,181547@sis.hust.edu.vn
181548,Lã Nguyệt Hà,0,181548@sis.hust.edu.vn
181549,Lý Thượng Liệt,1,181549@sis.hust.edu.vn
181550,Hoàng Trường Thành,1,181550@sis.hust.edu.vn
181551,Ngô Ðức Khiêm,1,181551@sis.hust.edu.vn
181552,Lý Hữu Chiến,1,181552@sis.hust.edu.vn
181553,Dương Hương Giang,0,181553@sis.hust.edu.vn
181554,Nguyễn Lê Quỳnh,0,181554@sis.hust.edu.vn
181555,Đỗ Thiện Phước,1,181555@sis.hust.edu.vn
181556,Đỗ Hà Tiên,0,181556@sis.hust.edu.vn
181557,Lê Hiệp Hòa,1,181557@sis.hust.edu.vn
181558,Bùi Việt Nga,0,181558@sis.hust.edu.vn
181559,Đỗ Ánh Trang,0,181559@sis.hust.edu.vn
181560,Ngô Xuân Khoa,1,181560@sis.hust.edu.vn
181561,Nguyễn Thành Long,1,181561@sis.hust.edu.vn
181562,Lê Hạnh Dung,0,181562@sis.hust.edu.vn
181563,Lê Xuân Dung,0,181563@sis.hust.edu.vn
181564,Hồ Ðức Long,1,181564@sis.hust.edu.vn
181565,Bùi Gia Nghị,1,181565@sis.hust.edu.vn
181566,Hoàng Ðại Dương,1,181566@sis.hust.edu.vn
181567,Hồ Mạnh Thiện,1,181567@sis.hust.edu.vn
181568,Vũ Cẩm Thúy,0,181568@sis.hust.edu.vn
181569,Bùi Diệu Hằng,0,181569@sis.hust.edu.vn
181570,Hoàng Minh Trí,1,181570@sis.hust.edu.vn
181571,Lã Hữu Vượng,1,181571@sis.hust.edu.vn
181572,Đỗ Thanh Thiên,1,181572@sis.hust.edu.vn
181573,Hoàng Minh Ðan,1,181573@sis.hust.edu.vn
181574,Phạm Ngọc Ðiệp,0,181574@sis.hust.edu.vn
181575,Lê Mai Thanh,0,181575@sis.hust.edu.vn
181576,Đỗ Sơn Tuyền,0,181576@sis.hust.edu.vn
181577,Đỗ Túy Loan,0,181577@sis.hust.edu.vn
181578,Lê Giang Nam,1,181578@sis.hust.edu.vn
181579,Phan Liên Hoa,0,181579@sis.hust.edu.vn
181580,Lê Diễm Thảo,0,181580@sis.hust.edu.vn
181581,Phan Ngọc Lan,0,181581@sis.hust.edu.vn
181582,Lê Ðắc Cường,1,181582@sis.hust.edu.vn
181583,Phạm Phi Nhung,0,181583@sis.hust.edu.vn
181584,Võ Việt Long,1,181584@sis.hust.edu.vn
181585,Tô Vân Sơn,1,181585@sis.hust.edu.vn
181586,Phùng Việt Nhân,1,181586@sis.hust.edu.vn
181587,Nguyễn Hải Ðăng,1,181587@sis.hust.edu.vn
181588,Phạm Bình Ðịnh,1,181588@sis.hust.edu.vn
181589,Nguyễn Ðăng Khánh,1,181589@sis.hust.edu.vn
181590,Hồ Huyền Anh,0,181590@sis.hust.edu.vn
181591,Trần Thái Dương,1,181591@sis.hust.edu.vn
181592,Lê Trung Lực,1,181592@sis.hust.edu.vn
181593,Lã Hà Phương,0,181593@sis.hust.edu.vn
181594,Đinh Gia Quỳnh,0,181594@sis.hust.edu.vn
181595,Hoàng Bình Ðịnh,1,181595@sis.hust.edu.vn
181596,Lã Tâm Thiện,1,181596@sis.hust.edu.vn
181597,Phùng Quang Hải,1,181597@sis.hust.edu.vn
181598,Lã Kim Khuyên,0,181598@sis.hust.edu.vn
181599,Dương Minh Hiếu,1,181599@sis.hust.edu.vn
181600,Ngô Quang Hà,1,181600@sis.hust.edu.vn
181601,Lý Hòa Thái,1,181601@sis.hust.edu.vn
181602,Đinh Yên Sơn,1,181602@sis.hust.edu.vn
181603,Đỗ Tuấn Khanh,1,181603@sis.hust.edu.vn
181604,Dương Khánh Giang,1,181604@sis.hust.edu.vn
181605,Phạm Mỹ Duyên,0,181605@sis.hust.edu.vn
181606,Đinh Ánh Nguyệt,0,181606@sis.hust.edu.vn
181607,Trần Bảo Lâm,1,181607@sis.hust.edu.vn
181608,Ngô Tuyết Xuân,0,181608@sis.hust.edu.vn
181609,Lý Thành Nhân,1,181609@sis.hust.edu.vn
181610,Dương Bảo Khánh,1,181610@sis.hust.edu.vn
181611,Nguyễn Thanh Hạnh,0,181611@sis.hust.edu.vn
181612,Trần Song Lam,0,181612@sis.hust.edu.vn
181613,Trần Liên Phương,0,181613@sis.hust.edu.vn
181614,Lê Phụng Việt,1,181614@sis.hust.edu.vn
181615,Phan Mộng Vân,0,181615@sis.hust.edu.vn
181616,Tô Gia Ðức,1,181616@sis.hust.edu.vn
181617,Phùng Thành Lợi,1,181617@sis.hust.edu.vn
181618,Dương Thục Quyên,0,181618@sis.hust.edu.vn
181619,Lã Uyên Thi,0,181619@sis.hust.edu.vn
181620,Lý Ðình Phúc,1,181620@sis.hust.edu.vn
181621,Bùi Thái Tâm,0,181621@sis.hust.edu.vn
181622,Lê Hạnh San,0,181622@sis.hust.edu.vn
181623,Hoàng Phúc Cường,1,181623@sis.hust.edu.vn
181624,Hồ Thiện Tiên,0,181624@sis.hust.edu.vn
181625,Phan Như Hảo,0,181625@sis.hust.edu.vn
181626,Vũ Thùy Linh,0,181626@sis.hust.edu.vn
181627,Phan Ngọc Quyên,0,181627@sis.hust.edu.vn
181628,Hoàng Loan Châu,0,181628@sis.hust.edu.vn
181629,Bùi Trọng Hùng,1,181629@sis.hust.edu.vn
181630,Hồ Phục Lễ,1,181630@sis.hust.edu.vn
181631,Hoàng Bích Ngà,0,181631@sis.hust.edu.vn
181632,Võ Huyền Nhi,0,181632@sis.hust.edu.vn
181633,Đỗ Thu Loan,0,181633@sis.hust.edu.vn
181634,Nguyễn Viễn Thông,1,181634@sis.hust.edu.vn
181635,Võ Nghi Xuân,0,181635@sis.hust.edu.vn
181636,Hồ Hoài Hương,0,181636@sis.hust.edu.vn
181637,Vũ Tuấn Tú,1,181637@sis.hust.edu.vn
181638,Tô Quốc Thịnh,1,181638@sis.hust.edu.vn
181639,Phạm Phong Lan,0,181639@sis.hust.edu.vn
181640,Đinh Bích San,0,181640@sis.hust.edu.vn
181641,Phan Nhật Lan,0,181641@sis.hust.edu.vn
181642,Ngô Diệu Hiền,0,181642@sis.hust.edu.vn
181643,Lê Ngọc San,0,181643@sis.hust.edu.vn
181644,Lê Huyền Thư,0,181644@sis.hust.edu.vn
181645,Phạm Ngọc Lý,0,181645@sis.hust.edu.vn
181646,Đinh Diễm Châu,0,181646@sis.hust.edu.vn
181647,Đặng Đông Nghi,0,181647@sis.hust.edu.vn
181648,Dương Mai Thy,0,181648@sis.hust.edu.vn
181649,Lý Phương Chi,0,181649@sis.hust.edu.vn
181650,Bùi Xuân Uyên,0,181650@sis.hust.edu.vn
181651,Ngô Nguyên Khang,1,181651@sis.hust.edu.vn
181652,Đỗ Thanh Kiều,0,181652@sis.hust.edu.vn
181653,Ngô Khánh Ngọc,0,181653@sis.hust.edu.vn
181654,Hồ Minh Sơn,1,181654@sis.hust.edu.vn
181655,Phạm Song Kê,0,181655@sis.hust.edu.vn
181656,Hồ Thu Duyên,0,181656@sis.hust.edu.vn
181657,Đỗ Minh Hồng,0,181657@sis.hust.edu.vn
181658,Tô Bảo Long,1,181658@sis.hust.edu.vn
181659,Lã Tuấn Thành,1,181659@sis.hust.edu.vn
181660,Lý Yên Bình,1,181660@sis.hust.edu.vn
181661,Võ Thành Nhân,1,181661@sis.hust.edu.vn
181662,Lã Minh Châu,0,181662@sis.hust.edu.vn
181663,Trần Khả Tú,0,181663@sis.hust.edu.vn
181664,Vũ Chí Sơn,1,181664@sis.hust.edu.vn
181665,Phùng Phương Chi,0,181665@sis.hust.edu.vn
181666,Đinh Ánh Mai,0,181666@sis.hust.edu.vn
181667,Dương Bảo Pháp,1,181667@sis.hust.edu.vn
181668,Trần Gia Nhi,0,181668@sis.hust.edu.vn
181669,Đặng Sơn Giang,1,181669@sis.hust.edu.vn
181670,Nguyễn Anh Khải,1,181670@sis.hust.edu.vn
181671,Phạm Nguyệt Minh,0,181671@sis.hust.edu.vn
181672,Phùng Ánh Trang,0,181672@sis.hust.edu.vn
181673,Phan Mạnh Cương,1,181673@sis.hust.edu.vn
181674,Vũ Nguyên Sử,1,181674@sis.hust.edu.vn
181675,Trần Hải Ân,0,181675@sis.hust.edu.vn
181676,Dương Huyền Linh,0,181676@sis.hust.edu.vn
181677,Bùi Ðình Phúc,1,181677@sis.hust.edu.vn
181678,Lê Dã Thảo,0,181678@sis.hust.edu.vn
181679,Phạm Mai Liên,0,181679@sis.hust.edu.vn
181680,Lý Thảo Hương,0,181680@sis.hust.edu.vn
181681,Phùng Thiều Ly,0,181681@sis.hust.edu.vn
181682,Phùng Minh Khôi,1,181682@sis.hust.edu.vn
181683,Dương Thúy Ngọc,0,181683@sis.hust.edu.vn
181684,Lý Cảnh Tuấn,1,181684@sis.hust.edu.vn
181685,Vũ Song Kê,0,181685@sis.hust.edu.vn
181686,Nguyễn Mộng Lan,0,181686@sis.hust.edu.vn
181687,Võ Phương Chi,0,181687@sis.hust.edu.vn
181688,Đỗ Nghị Lực,1,181688@sis.hust.edu.vn
181689,Đỗ Minh Kỳ,1,181689@sis.hust.edu.vn
181690,Phạm Triều Nguyệt,0,181690@sis.hust.edu.vn
181691,Lê Việt Dương,1,181691@sis.hust.edu.vn
181692,Hoàng Khai Minh,1,181692@sis.hust.edu.vn
181693,Đỗ Huệ Thương,0,181693@sis.hust.edu.vn
181694,Hoàng Trọng Nghĩa,1,181694@sis.hust.edu.vn
181695,Trần Vạn Lý,1,181695@sis.hust.edu.vn
181696,Trần Thành Hòa,1,181696@sis.hust.edu.vn
181697,Ngô Kiều Thu,0,181697@sis.hust.edu.vn
181698,Dương Thùy Nhi,0,181698@sis.hust.edu.vn
181699,Đỗ Lệ Thủy,0,181699@sis.hust.edu.vn
181700,Nguyễn Trúc Cương,1,181700@sis.hust.edu.vn
181701,Võ Ngọc Thy,0,181701@sis.hust.edu.vn
181702,Võ Yến Ðan,0,181702@sis.hust.edu.vn
181703,Lã Tâm Thanh,0,181703@sis.hust.edu.vn
181704,Hồ Đức Hạnh,0,181704@sis.hust.edu.vn
181705,Ngô Minh Uyên,0,181705@sis.hust.edu.vn
181706,Lã Ngân Hà,0,181706@sis.hust.edu.vn
181707,Vũ Ðình Hảo,1,181707@sis.hust.edu.vn
181708,Bùi Thi Yến,0,181708@sis.hust.edu.vn
181709,Lý Kỳ Duyên,0,181709@sis.hust.edu.vn
181710,Hồ Xuân Thuyết,1,181710@sis.hust.edu.vn
181711,Đỗ Thiện Tâm,1,181711@sis.hust.edu.vn
181712,Phạm Phi Hải,1,181712@sis.hust.edu.vn
181713,Võ Anh Tú,1,181713@sis.hust.edu.vn
181714,Dương Minh Nghĩa,1,181714@sis.hust.edu.vn
