idTeacher,fullName,gender,email
10422,Lã Nghị Quyền,1,10422teacher@uet.vnu.edu
10423,Vũ Hiếu Nghĩa,1,10423teacher@uet.vnu.edu
10424,Phùng Khánh My,0,10424teacher@uet.vnu.edu
10425,Trần Hoài An,0,10425teacher@uet.vnu.edu
10426,Trần Đông Nghi,0,10426teacher@uet.vnu.edu
10427,Phạm Ðình Kim,1,10427teacher@uet.vnu.edu
10428,Trần Hoa Liên,0,10428teacher@uet.vnu.edu
10429,Võ Uy Phong,1,10429teacher@uet.vnu.edu
10430,Lã Khánh Minh,1,10430teacher@uet.vnu.edu
10431,Phạm Nguyệt Ánh,0,10431teacher@uet.vnu.edu
10432,Đinh Thanh Tuyết,0,10432teacher@uet.vnu.edu
10433,Dương Ái Hồng,0,10433teacher@uet.vnu.edu
10434,Lã Minh Yến,0,10434teacher@uet.vnu.edu
10435,Lý Nam Việt,1,10435teacher@uet.vnu.edu
10436,Trần Giao Hưởng,0,10436teacher@uet.vnu.edu
10437,Dương Mỹ Khuyên,0,10437teacher@uet.vnu.edu
10438,Phùng Thụy Trinh,0,10438teacher@uet.vnu.edu
10439,Bùi Thanh Vân,0,10439teacher@uet.vnu.edu
10440,Nguyễn Công Luận,1,10440teacher@uet.vnu.edu
10441,Lã Thái Hòa,1,10441teacher@uet.vnu.edu
10442,Lý Huyền Diệu,0,10442teacher@uet.vnu.edu
10443,Trần Ý Nhi,0,10443teacher@uet.vnu.edu
10444,Võ Gia Quỳnh,0,10444teacher@uet.vnu.edu
10445,Vũ Trọng Tường,1,10445teacher@uet.vnu.edu
10446,Phùng Bảo Long,1,10446teacher@uet.vnu.edu
10447,Dương Lâm Ðồng,1,10447teacher@uet.vnu.edu
10448,Hoàng Quốc Bình,1,10448teacher@uet.vnu.edu
10449,Lý Mộng Vy,0,10449teacher@uet.vnu.edu
10450,Phùng Tiến Ðức,1,10450teacher@uet.vnu.edu
10451,Đinh Sơn Hà,1,10451teacher@uet.vnu.edu
10452,Hoàng Minh Quang,1,10452teacher@uet.vnu.edu
10453,Đỗ Tịnh Lâm,0,10453teacher@uet.vnu.edu
10454,Phạm Quang Hưng,1,10454teacher@uet.vnu.edu
10455,Trần Diệu Loan,0,10455teacher@uet.vnu.edu
10456,Lý Hiểu Lam,0,10456teacher@uet.vnu.edu
10457,Đặng Thanh Trúc,0,10457teacher@uet.vnu.edu
10458,Bùi Huy Vũ,1,10458teacher@uet.vnu.edu
10459,Lã An Nam,1,10459teacher@uet.vnu.edu
10460,Hồ Linh Nhi,0,10460teacher@uet.vnu.edu
10461,Bùi Thanh Mẫn,0,10461teacher@uet.vnu.edu
10462,Hoàng Hồng Giang,0,10462teacher@uet.vnu.edu
10463,Vũ Tố Loan,0,10463teacher@uet.vnu.edu
10464,Hồ Cương Nghị,1,10464teacher@uet.vnu.edu
10465,Võ Trang Linh,0,10465teacher@uet.vnu.edu
10466,Đinh Yên Bình,1,10466teacher@uet.vnu.edu
10467,Phạm Uyển Nhã,0,10467teacher@uet.vnu.edu
10468,Lý Thơ Thơ,0,10468teacher@uet.vnu.edu
10469,Lê Thanh Toàn,1,10469teacher@uet.vnu.edu
10470,Đỗ Vân Sơn,1,10470teacher@uet.vnu.edu
10471,Lý Công Lý,1,10471teacher@uet.vnu.edu
10472,Lý Gia Hiệp,1,10472teacher@uet.vnu.edu
10473,Lê Lập Thành,1,10473teacher@uet.vnu.edu
10474,Võ Hoàng Khôi,1,10474teacher@uet.vnu.edu
10475,Nguyễn Tùng Linh,1,10475teacher@uet.vnu.edu
10476,Lê Hàm Nghi,0,10476teacher@uet.vnu.edu
10477,Võ Phú Thọ,1,10477teacher@uet.vnu.edu
10478,Đỗ Ðinh Lộc,1,10478teacher@uet.vnu.edu
10479,Phùng Trân Châu,0,10479teacher@uet.vnu.edu
10480,Phan Phước Huệ,0,10480teacher@uet.vnu.edu
10481,Lã Mỹ Nhi,0,10481teacher@uet.vnu.edu
10482,Phạm Thanh Thủy,0,10482teacher@uet.vnu.edu
10483,Lã Minh Minh,0,10483teacher@uet.vnu.edu
10484,Tô Trung Chuyên,1,10484teacher@uet.vnu.edu
10485,Phạm Kim Cương,0,10485teacher@uet.vnu.edu
10486,Phùng Khắc Triệu,1,10486teacher@uet.vnu.edu
10487,Lã Ðức Bằng,1,10487teacher@uet.vnu.edu
10488,Vũ Tấn Thành,1,10488teacher@uet.vnu.edu
10489,Đinh Từ Ðông,1,10489teacher@uet.vnu.edu
10490,Dương Dã Thảo,0,10490teacher@uet.vnu.edu
10491,Tô Công Phụng,1,10491teacher@uet.vnu.edu
10492,Phùng Thúy Loan,0,10492teacher@uet.vnu.edu
10493,Võ Minh Duyên,0,10493teacher@uet.vnu.edu
10494,Dương Việt Thông,1,10494teacher@uet.vnu.edu
10495,Võ Nguyệt Lan,0,10495teacher@uet.vnu.edu
10496,Lã Tất Hiếu,1,10496teacher@uet.vnu.edu
10497,Ngô Phượng Long,1,10497teacher@uet.vnu.edu
10498,Hoàng Ðông Tuyền,0,10498teacher@uet.vnu.edu
10499,Ngô Quang Vinh,1,10499teacher@uet.vnu.edu
10500,Lý Mỹ Nhân,0,10500teacher@uet.vnu.edu
10501,Lý Hồng Ngân,0,10501teacher@uet.vnu.edu
10502,Phùng Hữu Chiến,1,10502teacher@uet.vnu.edu
10503,Ngô Trường Hiệp,1,10503teacher@uet.vnu.edu
10504,Phạm Phúc Thịnh,1,10504teacher@uet.vnu.edu
10505,Bùi Hương Liên,0,10505teacher@uet.vnu.edu
10506,Bùi Tuyết Băng,0,10506teacher@uet.vnu.edu
10507,Lã Việt Thái,1,10507teacher@uet.vnu.edu
10508,Phạm Chuẩn Khoa,1,10508teacher@uet.vnu.edu
10509,Tô Tuyết Lan,0,10509teacher@uet.vnu.edu
10510,Nguyễn Việt Huy,1,10510teacher@uet.vnu.edu
10511,Đỗ Quang Minh,1,10511teacher@uet.vnu.edu
10512,Hồ Bích Hải,0,10512teacher@uet.vnu.edu
10513,Phạm Trọng Trí,1,10513teacher@uet.vnu.edu
10514,Đinh Diễm Thảo,0,10514teacher@uet.vnu.edu
10515,Đặng Thái Hòa,1,10515teacher@uet.vnu.edu
10516,Trần Lệ Quyên,0,10516teacher@uet.vnu.edu
10517,Bùi Tuệ Nhi,0,10517teacher@uet.vnu.edu
10518,Hồ Mai Liên,0,10518teacher@uet.vnu.edu
10519,Lê Vạn Hạnh,1,10519teacher@uet.vnu.edu
10520,Phạm Minh Khang,1,10520teacher@uet.vnu.edu
10521,Vũ Mỹ Nương,0,10521teacher@uet.vnu.edu
10522,Nguyễn Tuấn Hải,1,10522teacher@uet.vnu.edu
10523,Lê Bạch Loan,0,10523teacher@uet.vnu.edu
10524,Trần Trường Long,1,10524teacher@uet.vnu.edu
10525,Phạm Thành Nguyên,1,10525teacher@uet.vnu.edu
10526,Tô Song Thư,0,10526teacher@uet.vnu.edu
10527,Vũ Thế Quyền,1,10527teacher@uet.vnu.edu
10528,Vũ Anh Ðức,1,10528teacher@uet.vnu.edu
10529,Hồ Trường Phát,1,10529teacher@uet.vnu.edu
10530,Lê Phú Thọ,1,10530teacher@uet.vnu.edu
10531,Hoàng Ánh Nguyệt,0,10531teacher@uet.vnu.edu
10532,Tô Ðoan Trang,0,10532teacher@uet.vnu.edu
10533,Tô Bích Duyên,0,10533teacher@uet.vnu.edu
10534,Hồ Chí Bảo,1,10534teacher@uet.vnu.edu
10535,Phạm Phú Hùng,1,10535teacher@uet.vnu.edu
10536,Võ Như Quân,0,10536teacher@uet.vnu.edu
10537,Đinh Hữu Long,1,10537teacher@uet.vnu.edu
10538,Phạm Minh Hải,1,10538teacher@uet.vnu.edu
10539,Võ Phong Châu,1,10539teacher@uet.vnu.edu
10540,Võ Chính Tâm,1,10540teacher@uet.vnu.edu
10541,Hồ Hồng Ðăng,1,10541teacher@uet.vnu.edu
10542,Lã Thi Ngôn,0,10542teacher@uet.vnu.edu
10543,Phan Vạn Hạnh,1,10543teacher@uet.vnu.edu
10544,Dương Mai Nhi,0,10544teacher@uet.vnu.edu
10545,Đinh Trường Vinh,1,10545teacher@uet.vnu.edu
10546,Hồ Tuấn Chương,1,10546teacher@uet.vnu.edu
10547,Phạm Việt An,1,10547teacher@uet.vnu.edu
10548,Hồ Duy Thành,1,10548teacher@uet.vnu.edu
10549,Võ Quỳnh Liên,0,10549teacher@uet.vnu.edu
10550,Hoàng Ðức Trung,1,10550teacher@uet.vnu.edu
10551,Nguyễn Khánh Thủy,0,10551teacher@uet.vnu.edu
10552,Lê Thành An,1,10552teacher@uet.vnu.edu
10553,Hoàng Bích Lam,0,10553teacher@uet.vnu.edu
10554,Phạm Mậu Xuân,0,10554teacher@uet.vnu.edu
10555,Phùng Ðịnh Siêu,1,10555teacher@uet.vnu.edu
10556,Vũ Mai Trinh,0,10556teacher@uet.vnu.edu
10557,Đinh Quốc Hiển,1,10557teacher@uet.vnu.edu
10558,Lê Chí Anh,1,10558teacher@uet.vnu.edu
10559,Vũ Tích Ðức,1,10559teacher@uet.vnu.edu
10560,Võ Thục Ðình,0,10560teacher@uet.vnu.edu
10561,Tô An Bình,0,10561teacher@uet.vnu.edu
10562,Trần Hà Nhi,0,10562teacher@uet.vnu.edu
10563,Lã Anh Quân,1,10563teacher@uet.vnu.edu
10564,Lý Ðức Chính,1,10564teacher@uet.vnu.edu
10565,Võ Ðông Dương,1,10565teacher@uet.vnu.edu
10566,Trần Mạnh Tấn,1,10566teacher@uet.vnu.edu
10567,Vũ Thiên Trang,0,10567teacher@uet.vnu.edu
10568,Vũ Lệ Thanh,0,10568teacher@uet.vnu.edu
10569,Hồ Ái Linh,0,10569teacher@uet.vnu.edu
10570,Hồ Tường Nguyên,1,10570teacher@uet.vnu.edu
10571,Tô Mai Ly,0,10571teacher@uet.vnu.edu
10572,Nguyễn Huy Hà,1,10572teacher@uet.vnu.edu
10573,Phan Gia Cẩn,1,10573teacher@uet.vnu.edu
10574,Bùi Chiêu Phong,1,10574teacher@uet.vnu.edu
10575,Đặng Thế Quyền,1,10575teacher@uet.vnu.edu
10576,Lý Khánh Hoàn,1,10576teacher@uet.vnu.edu
10577,Ngô Trà My,0,10577teacher@uet.vnu.edu
10578,Phùng Thu Trang,0,10578teacher@uet.vnu.edu
10579,Đinh Tâm Khanh,0,10579teacher@uet.vnu.edu
10580,Phạm Huệ Phương,0,10580teacher@uet.vnu.edu
10581,Bùi Hoàng Quân,1,10581teacher@uet.vnu.edu
10582,Đỗ Phương Trâm,0,10582teacher@uet.vnu.edu
10583,Lê Thụy Ðào,0,10583teacher@uet.vnu.edu
10584,Dương Thành Tín,1,10584teacher@uet.vnu.edu
10585,Phạm Huy Trân,1,10585teacher@uet.vnu.edu
10586,Nguyễn Thu Phương,0,10586teacher@uet.vnu.edu
10587,Tô Tường Anh,1,10587teacher@uet.vnu.edu
10588,Nguyễn Duy Hiền,1,10588teacher@uet.vnu.edu
10589,Trần Hiểu Vân,0,10589teacher@uet.vnu.edu
10590,Nguyễn Mộng Vy,0,10590teacher@uet.vnu.edu
10591,Đinh Chí Sơn,1,10591teacher@uet.vnu.edu
10592,Phan Minh Ðan,1,10592teacher@uet.vnu.edu
10593,Lý Hạo Nhiên,1,10593teacher@uet.vnu.edu
10594,Nguyễn Quốc Phương,1,10594teacher@uet.vnu.edu
10595,Phùng Gia Minh,1,10595teacher@uet.vnu.edu
10596,Đỗ Minh Tâm,0,10596teacher@uet.vnu.edu
10597,Đặng Hoàng Lâm,1,10597teacher@uet.vnu.edu
10598,Hồ Thy Trúc,0,10598teacher@uet.vnu.edu
10599,Phùng Quỳnh Nhung,0,10599teacher@uet.vnu.edu
10600,Lê Đông Nghi,0,10600teacher@uet.vnu.edu
10601,Đỗ Minh Hiên,1,10601teacher@uet.vnu.edu
10602,Đặng Thúy Vi,0,10602teacher@uet.vnu.edu
10603,Hoàng Khiết Linh,0,10603teacher@uet.vnu.edu
10604,Nguyễn Bảo Châu,0,10604teacher@uet.vnu.edu
10605,Hoàng Quang Hải,1,10605teacher@uet.vnu.edu
10606,Nguyễn Quỳnh Chi,0,10606teacher@uet.vnu.edu
10607,Dương Gia Thịnh,1,10607teacher@uet.vnu.edu
10608,Nguyễn Thiên Trang,0,10608teacher@uet.vnu.edu
10609,Bùi Gia Uy,1,10609teacher@uet.vnu.edu
10610,Lã Vũ Minh,1,10610teacher@uet.vnu.edu
10611,Dương Ân Lai,1,10611teacher@uet.vnu.edu
10612,Lã Chung Thủy,1,10612teacher@uet.vnu.edu
10613,Ngô Minh Thắng,1,10613teacher@uet.vnu.edu
10614,Lã Thái Dương,1,10614teacher@uet.vnu.edu
10615,Võ Minh Vy,0,10615teacher@uet.vnu.edu
10616,Dương Vạn Hạnh,1,10616teacher@uet.vnu.edu
10617,Vũ Hải Phượng,0,10617teacher@uet.vnu.edu
10618,Lã Chí Dũng,1,10618teacher@uet.vnu.edu
10619,Đinh Kỳ Duyên,0,10619teacher@uet.vnu.edu
10620,Lã Cao Thọ,1,10620teacher@uet.vnu.edu
10621,Lê Thanh Toàn,1,10621teacher@uet.vnu.edu
10622,Dương Việt Thắng,1,10622teacher@uet.vnu.edu
10623,Dương Gia Hiệp,1,10623teacher@uet.vnu.edu
10624,Bùi Diễm Lộc,0,10624teacher@uet.vnu.edu
10625,Vũ Huyền Thư,0,10625teacher@uet.vnu.edu
10626,Hồ Thường Kiệt,1,10626teacher@uet.vnu.edu
10627,Lý Hoài Bắc,1,10627teacher@uet.vnu.edu
10628,Đặng An Khê,0,10628teacher@uet.vnu.edu
10629,Dương Hữu Khang,1,10629teacher@uet.vnu.edu
10630,Ngô Huyền Trang,0,10630teacher@uet.vnu.edu
10631,Ngô Như Ý,0,10631teacher@uet.vnu.edu
10632,Võ Vương Gia,1,10632teacher@uet.vnu.edu
10633,Lý Xuyến Chi,0,10633teacher@uet.vnu.edu
10634,Lê Hoàng Lan,0,10634teacher@uet.vnu.edu
10635,Tô Huyền Ngọc,0,10635teacher@uet.vnu.edu
10636,Vũ Thanh Tú,1,10636teacher@uet.vnu.edu
10637,Phạm Minh Tuyết,0,10637teacher@uet.vnu.edu
10638,Hoàng Sơn Ca,0,10638teacher@uet.vnu.edu
10639,Lã Phượng Liên,0,10639teacher@uet.vnu.edu
10640,Trần Quốc Bảo,1,10640teacher@uet.vnu.edu
10641,Dương Ðức Kiên,1,10641teacher@uet.vnu.edu
10642,Nguyễn Kiều Loan,0,10642teacher@uet.vnu.edu
10643,Nguyễn Ðức Tâm,1,10643teacher@uet.vnu.edu
10644,Lã Uyển Khanh,0,10644teacher@uet.vnu.edu
10645,Hồ Thanh Thuận,1,10645teacher@uet.vnu.edu
10646,Dương Khuyến Học,1,10646teacher@uet.vnu.edu
10647,Lã Thảo Hồng,0,10647teacher@uet.vnu.edu
10648,Võ Bá Cường,1,10648teacher@uet.vnu.edu
10649,Trần Hữu Cường,1,10649teacher@uet.vnu.edu
10650,Tô Anh Mai,0,10650teacher@uet.vnu.edu
10651,Đỗ Bạch Trà,0,10651teacher@uet.vnu.edu
10652,Trần Hiền Hòa,0,10652teacher@uet.vnu.edu
10653,Phùng Hàm Thơ,0,10653teacher@uet.vnu.edu
10654,Đinh Ánh Hồng,0,10654teacher@uet.vnu.edu
10655,Lê Kim Mai,0,10655teacher@uet.vnu.edu
10656,Võ Diệu Hiền,0,10656teacher@uet.vnu.edu
10657,Phan Hạnh Linh,0,10657teacher@uet.vnu.edu
10658,Tô Mỹ Nhân,0,10658teacher@uet.vnu.edu
10659,Lã Nghi Xuân,0,10659teacher@uet.vnu.edu
10660,Tô Xuân Hoa,0,10660teacher@uet.vnu.edu
10661,Ngô Xuân Thu,0,10661teacher@uet.vnu.edu
10662,Võ Khởi Phong,1,10662teacher@uet.vnu.edu
10663,Nguyễn Tuyết Nga,0,10663teacher@uet.vnu.edu
10664,Lã Quang Hùng,1,10664teacher@uet.vnu.edu
10665,Võ Thiên Mai,0,10665teacher@uet.vnu.edu
10666,Phùng Nam An,1,10666teacher@uet.vnu.edu
10667,Dương Trung Thành,1,10667teacher@uet.vnu.edu
10668,Hoàng Thanh Thu,0,10668teacher@uet.vnu.edu
10669,Hồ Ngọc Ánh,0,10669teacher@uet.vnu.edu
10670,Lý Lương Quyền,1,10670teacher@uet.vnu.edu
10671,Võ Bảo Toàn,1,10671teacher@uet.vnu.edu
10672,Ngô Hoàng Mỹ,1,10672teacher@uet.vnu.edu
10673,Hồ Chí Công,1,10673teacher@uet.vnu.edu
10674,Phan Phương Yến,0,10674teacher@uet.vnu.edu
10675,Phạm Kỳ Duyên,0,10675teacher@uet.vnu.edu
10676,Dương Hùng Cường,1,10676teacher@uet.vnu.edu
10677,Phùng Nam An,1,10677teacher@uet.vnu.edu
10678,Hồ Nhật Quang,1,10678teacher@uet.vnu.edu
10679,Đặng Linh San,0,10679teacher@uet.vnu.edu
10680,Nguyễn Thục Tâm,0,10680teacher@uet.vnu.edu
10681,Nguyễn Trí Tịnh,1,10681teacher@uet.vnu.edu
10682,Võ Xuân Hiền,0,10682teacher@uet.vnu.edu
10683,Ngô Nhật Ánh,0,10683teacher@uet.vnu.edu
10684,Bùi Hạnh Thảo,0,10684teacher@uet.vnu.edu
10685,Phan Hồng Bạch Thảo,0,10685teacher@uet.vnu.edu
10686,Bùi Cẩm Ly,0,10686teacher@uet.vnu.edu
10687,Võ Khải Hòa,1,10687teacher@uet.vnu.edu
10688,Tô Thanh Thiên,0,10688teacher@uet.vnu.edu
10689,Phan Minh Triết,1,10689teacher@uet.vnu.edu
10690,Phùng Tường Vi,0,10690teacher@uet.vnu.edu
10691,Nguyễn Minh Huấn,1,10691teacher@uet.vnu.edu
10692,Đinh Xuân Hòa,1,10692teacher@uet.vnu.edu
10693,Nguyễn Huệ Lâm,0,10693teacher@uet.vnu.edu
10694,Ngô Hải Dương,0,10694teacher@uet.vnu.edu
10695,Vũ Huệ Lan,0,10695teacher@uet.vnu.edu
10696,Bùi Ngọc Thạch,1,10696teacher@uet.vnu.edu
10697,Tô Minh Khiếu,1,10697teacher@uet.vnu.edu
10698,Lê Thanh Thiên,1,10698teacher@uet.vnu.edu
10699,Ngô Thiếu Anh,1,10699teacher@uet.vnu.edu
10700,Phùng Hoài Trang,0,10700teacher@uet.vnu.edu
10701,Phùng Thuận Toàn,1,10701teacher@uet.vnu.edu
10702,Hoàng Hướng Thiện,1,10702teacher@uet.vnu.edu
10703,Đỗ Uyên Thi,0,10703teacher@uet.vnu.edu
10704,Bùi Thiều Ly,0,10704teacher@uet.vnu.edu
10705,Đỗ Minh Giang,1,10705teacher@uet.vnu.edu
10706,Lý Hoài Nam,1,10706teacher@uet.vnu.edu
10707,Đặng Hạ Băng,0,10707teacher@uet.vnu.edu
10708,Võ Tuyết Oanh,0,10708teacher@uet.vnu.edu
10709,Bùi Mộng Vi,0,10709teacher@uet.vnu.edu
10710,Đặng Thúy Ngọc,0,10710teacher@uet.vnu.edu
10711,Võ Hồng Khanh,0,10711teacher@uet.vnu.edu
10712,Dương Trúc Quỳnh,0,10712teacher@uet.vnu.edu
10713,Hoàng Ðăng Ðạt,1,10713teacher@uet.vnu.edu
10714,Võ Hải Long,1,10714teacher@uet.vnu.edu
10715,Dương Ngọc Trinh,0,10715teacher@uet.vnu.edu
10716,Lý Thiên Lam,0,10716teacher@uet.vnu.edu
10717,Đặng Quang Vũ,1,10717teacher@uet.vnu.edu
10718,Phùng Hồng Thu,0,10718teacher@uet.vnu.edu
10719,Hồ Phong Lan,0,10719teacher@uet.vnu.edu
10720,Trần Phương Loan,0,10720teacher@uet.vnu.edu
10721,Lê Thiên Giang,0,10721teacher@uet.vnu.edu
10722,Hoàng Thục Oanh,0,10722teacher@uet.vnu.edu
10723,Bùi Thúy Vân,0,10723teacher@uet.vnu.edu
10724,Ngô Minh Khuê,0,10724teacher@uet.vnu.edu
10725,Vũ Cảnh Tuấn,1,10725teacher@uet.vnu.edu
10726,Hồ Thư Sương,0,10726teacher@uet.vnu.edu
10727,Lê Hào Nghiệp,1,10727teacher@uet.vnu.edu
10728,Phan Ðức Mạnh,1,10728teacher@uet.vnu.edu
10729,Phan Minh Mẫn,1,10729teacher@uet.vnu.edu
10730,Phùng Tường Lâm,1,10730teacher@uet.vnu.edu
10731,Phạm Thanh Quang,1,10731teacher@uet.vnu.edu
10732,Phạm Đức Hạnh,0,10732teacher@uet.vnu.edu
10733,Vũ Tùng Minh,1,10733teacher@uet.vnu.edu
10734,Lê Thiên Thêu,0,10734teacher@uet.vnu.edu
10735,Võ Phương Nhung,0,10735teacher@uet.vnu.edu
10736,Hoàng Văn Tuyển,1,10736teacher@uet.vnu.edu
10737,Lê Kiều Thu,0,10737teacher@uet.vnu.edu
10738,Đỗ Song Lam,0,10738teacher@uet.vnu.edu
10739,Lê Quang Trường,1,10739teacher@uet.vnu.edu
10740,Vũ Gia Linh,0,10740teacher@uet.vnu.edu
10741,Trần Thục Quyên,0,10741teacher@uet.vnu.edu
10742,Võ Diễm Chi,0,10742teacher@uet.vnu.edu
10743,Đặng Sơn Quyền,1,10743teacher@uet.vnu.edu
10744,Phùng Ngọc Huệ,0,10744teacher@uet.vnu.edu
10745,Lý Lan Khuê,0,10745teacher@uet.vnu.edu
10746,Tô Khánh Nam,1,10746teacher@uet.vnu.edu
10747,Phạm Phương Nhi,0,10747teacher@uet.vnu.edu
10748,Hoàng Kim Liên,0,10748teacher@uet.vnu.edu
10749,Bùi Hồng Bạch Thảo,0,10749teacher@uet.vnu.edu
10750,Dương Ðại Dương,1,10750teacher@uet.vnu.edu
10751,Phạm Thụy Miên,0,10751teacher@uet.vnu.edu
10752,Bùi Thiên Mỹ,0,10752teacher@uet.vnu.edu
10753,Lê Vân Khánh,0,10753teacher@uet.vnu.edu
10754,Đặng Hồ Nam,1,10754teacher@uet.vnu.edu
10755,Phan Ðình Trung,1,10755teacher@uet.vnu.edu
10756,Võ Kim Lan,0,10756teacher@uet.vnu.edu
10757,Đỗ Chính Tâm,1,10757teacher@uet.vnu.edu
10758,Tô Thụy Linh,0,10758teacher@uet.vnu.edu
10759,Trần Hồng Việt,1,10759teacher@uet.vnu.edu
10760,Lý Bảo Hân,0,10760teacher@uet.vnu.edu
10761,Võ Giang Sơn,1,10761teacher@uet.vnu.edu
10762,Dương Bảo Lan,0,10762teacher@uet.vnu.edu
10763,Vũ Mai Thảo,0,10763teacher@uet.vnu.edu
10764,Bùi Thúy Phượng,0,10764teacher@uet.vnu.edu
10765,Bùi Thục Ðoan,0,10765teacher@uet.vnu.edu
10766,Lê Yên Nhi,0,10766teacher@uet.vnu.edu
10767,Hoàng Minh Anh,1,10767teacher@uet.vnu.edu
10768,Phan Thanh Hảo,0,10768teacher@uet.vnu.edu
10769,Hoàng Hải Ðăng,1,10769teacher@uet.vnu.edu
10770,Bùi Tùng Châu,1,10770teacher@uet.vnu.edu
10771,Hoàng Minh Châu,0,10771teacher@uet.vnu.edu
10772,Hoàng Tuyết Tâm,0,10772teacher@uet.vnu.edu
10773,Bùi Hoàng Khải,1,10773teacher@uet.vnu.edu
10774,Đinh Kim Thư,0,10774teacher@uet.vnu.edu
10775,Ngô Kim Chi,0,10775teacher@uet.vnu.edu
10776,Phùng Xuân Hương,0,10776teacher@uet.vnu.edu
10777,Dương Ðắc Thái,1,10777teacher@uet.vnu.edu
10778,Phan Ý Nhi,0,10778teacher@uet.vnu.edu
10779,Ngô Hồng Giang,0,10779teacher@uet.vnu.edu
10780,Lã Ðức Quảng,1,10780teacher@uet.vnu.edu
10781,Đinh Anh Thái,1,10781teacher@uet.vnu.edu
10782,Võ Quốc Thông,1,10782teacher@uet.vnu.edu
10783,Tô Phục Lễ,1,10783teacher@uet.vnu.edu
10784,Phan Hiền Nhi,0,10784teacher@uet.vnu.edu
10785,Đặng Kim Tuyền,0,10785teacher@uet.vnu.edu
10786,Lã Bảo Lễ,0,10786teacher@uet.vnu.edu
10787,Đỗ Thanh Tịnh,1,10787teacher@uet.vnu.edu
10788,Vũ Ðài Trang,0,10788teacher@uet.vnu.edu
10789,Phùng Cao Thọ,1,10789teacher@uet.vnu.edu
10790,Phạm Trọng Hùng,1,10790teacher@uet.vnu.edu
10791,Dương Kim Hoa,0,10791teacher@uet.vnu.edu
10792,Phạm Trọng Trí,1,10792teacher@uet.vnu.edu
10793,Đặng Thạch Tùng,1,10793teacher@uet.vnu.edu
10794,Lý Kiến Bình,1,10794teacher@uet.vnu.edu
10795,Phùng Mỹ Thuận,0,10795teacher@uet.vnu.edu
10796,Ngô Chí Khang,1,10796teacher@uet.vnu.edu
10797,Hoàng Lam Giang,1,10797teacher@uet.vnu.edu
10798,Đỗ Oanh Vũ,0,10798teacher@uet.vnu.edu
10799,Ngô Hằng Anh,0,10799teacher@uet.vnu.edu
10800,Phan Hạnh Trang,0,10800teacher@uet.vnu.edu
10801,Đinh Tú Quỳnh,0,10801teacher@uet.vnu.edu
10802,Đỗ Nguyễn Hải An,1,10802teacher@uet.vnu.edu
10803,Trần Bá Long,1,10803teacher@uet.vnu.edu
10804,Trần Ðức Phi,1,10804teacher@uet.vnu.edu
10805,Đặng Xuân Huy,1,10805teacher@uet.vnu.edu
10806,Đinh Linh San,0,10806teacher@uet.vnu.edu
10807,Bùi Hiếu Khanh,0,10807teacher@uet.vnu.edu
10808,Phạm Diệu Hồng,0,10808teacher@uet.vnu.edu
10809,Đặng Thanh Thảo,0,10809teacher@uet.vnu.edu
10810,Nguyễn Trí Hùng,1,10810teacher@uet.vnu.edu
10811,Dương Chiêu Quân,1,10811teacher@uet.vnu.edu
10812,Đỗ Tuyết Băng,0,10812teacher@uet.vnu.edu
10813,Trần Thảo Tiên,0,10813teacher@uet.vnu.edu
10814,Lý Thành Châu,1,10814teacher@uet.vnu.edu
10815,Lã Phương Quỳnh,0,10815teacher@uet.vnu.edu
10816,Vũ Ngọc Huệ,0,10816teacher@uet.vnu.edu
10817,Phùng Thành Hòa,1,10817teacher@uet.vnu.edu
10818,Phùng Hồng Phát,1,10818teacher@uet.vnu.edu
10819,Hồ Thu Phương,0,10819teacher@uet.vnu.edu
10820,Lã Sông Hương,0,10820teacher@uet.vnu.edu
10821,Đỗ Nam Ninh,1,10821teacher@uet.vnu.edu
10822,Võ Trường Vinh,1,10822teacher@uet.vnu.edu
10823,Tô Thiện Phước,1,10823teacher@uet.vnu.edu
10824,Tô Tài Ðức,1,10824teacher@uet.vnu.edu
10825,Ngô Yên Ðan,0,10825teacher@uet.vnu.edu
10826,Lý Quỳnh Ngân,0,10826teacher@uet.vnu.edu
10827,Trần Cao Thọ,1,10827teacher@uet.vnu.edu
10828,Đinh Yến Loan,0,10828teacher@uet.vnu.edu
10829,Phạm Diễm Phước,0,10829teacher@uet.vnu.edu
10830,Đỗ Thu Loan,0,10830teacher@uet.vnu.edu
10831,Phạm Anh Quốc,1,10831teacher@uet.vnu.edu
10832,Hồ Đài Trang,0,10832teacher@uet.vnu.edu
10833,Phan Mai Trinh,0,10833teacher@uet.vnu.edu
10834,Bùi Diễm Thư,0,10834teacher@uet.vnu.edu
10835,Dương Minh Ân,1,10835teacher@uet.vnu.edu
10836,Đỗ Ðình Thiện,1,10836teacher@uet.vnu.edu
10837,Trần Hiền Hòa,0,10837teacher@uet.vnu.edu
10838,Đinh Thụy Long,1,10838teacher@uet.vnu.edu
10839,Hoàng Ngọc Khánh,0,10839teacher@uet.vnu.edu
10840,Lý Ái Thi,0,10840teacher@uet.vnu.edu
10841,Đinh Phương Lan,0,10841teacher@uet.vnu.edu
10842,Nguyễn Hoàng Lâm,1,10842teacher@uet.vnu.edu
10843,Nguyễn Ðình Nam,1,10843teacher@uet.vnu.edu
10844,Lã Chiêu Quân,1,10844teacher@uet.vnu.edu
